Age,Gender,Profession,Marital_status,Education,No_of_Dependents,Personal_loan,House_loan,Partner_working,Salary,Partner_salary,Total_salary
41,Male,Salaried,Married,Post Graduate,0.0,No,No,Yes,42404,34176.0,76580.0
25,Male,Business,Married,Post Graduate,4.0,No,No,No,97148,0.0,97148.0
39,Female,Salaried,Single,Graduate,0.0,No,No,No,75250,0.0,75250.0
37,Male,Business,Married,Post Graduate,0.0,Yes,No,Yes,36635,92390.0,129025.0
34,Male,Salaried,Married,Graduate,2.0,Yes,Yes,No,90797,0.0,90797.0
32,Male,Salaried,Married,Graduate,2.0,Yes,No,Yes,99835,62096.0,161931.0
29,Male,Salaried,Single,Graduate,1.0,No,No,Yes,57927,49980.0,107907.0
22,Male,Business,Single,Graduate,2.0,No,No,Yes,36320,62728.0,99048.0
33,Male,Salaried,Single,Graduate,1.0,No,No,No,101978,0.0,101978.0
24,Male,Salaried,Single,Post Graduate,0.0,No,No,No,106494,0.0,106494.0
26,Male,Salaried,Single,Graduate,3.0,No,No,Yes,47480,92639.0,140119.0
51,Male,Business,Married,Post Graduate,4.0,No,No,No,105152,0.0,105152.0
49,Male,Salaried,Married,Post Graduate,0.0,No,No,Yes,107700,61604.0,169304.0
46,Male,Business,Single,Graduate,2.0,No,No,Yes,98524,61869.0,160393.0
43,Male,Salaried,Married,Post Graduate,0.0,No,No,Yes,95297,54055.0,149352.0
51,Male,Business,Married,Post Graduate,4.0,No,No,No,105152,0.0,105152.0
55,Male,Business,Married,Graduate,2.0,No,No,Yes,71774,86439.0,158213.0
56,Male,Salaried,Married,Post Graduate,2.0,Yes,No,No,42007,0.0,42007.0
40,Female,Salaried,Married,Graduate,0.0,No,No,Yes,91385,62321.0,153706.0
55,Female,Business,Single,Graduate,2.0,No,Yes,Yes,39132,60560.0,99692.0
39,Femal,Salaried,Married,Post Graduate,0.0,No,No,Yes,31699,60639.0,92338.0
50,Male,Salaried,Married,Post Graduate,1.0,No,No,No,100360,0.0,100360.0
25,Female,Salaried,Married,Graduate,1.0,No,No,No,51764,0.0,51764.0
40,Female,Salaried,Married,Graduate,3.0,No,Yes,Yes,110720,53629.0,164349.0
55,Female,Salaried,Married,Graduate,3.0,No,No,No,84324,0.0,84324.0
57,Male,Business,Single,Graduate,1.0,Yes,No,Yes,57828,64245.0,122073.0
36,Female,Salaried,Married,Graduate,3.0,No,No,No,37769,0.0,37769.0
54,Male,Business,Married,Graduate,2.0,Yes,No,Yes,80171,74896.0,155067.0
44,Male,Salaried,Single,Graduate,0.0,No,No,Yes,50701,82036.0,132737.0
58,Male,Business,Single,Post Graduate,2.0,No,No,No,73244,0.0,73244.0
59,Female,Salaried,Married,Graduate,4.0,No,No,No,32554,0.0,32554.0
50,Male,Business,Married,Post Graduate,0.0,No,Yes,Yes,55986,93963.0,149949.0
40,Male,Salaried,Married,Post Graduate,1.0,No,No,Yes,46700,66723.0,113423.0
33,Male,Salaried,Married,Graduate,2.0,No,No,Yes,51877,82795.0,134672.0
25,Female,Salaried,Single,Post Graduate,0.0,No,No,Yes,79059,91936.0,170995.0
57,Male,Business,Married,Graduate,3.0,No,No,No,53668,0.0,53668.0
22,Male,Business,Married,Post Graduate,2.0,No,No,Yes,52000,29536.0,81536.0
32,Female,Salaried,Single,Graduate,4.0,Yes,No,Yes,43877,76377.0,120254.0
52,Male,Salaried,Married,Graduate,3.0,Yes,No,Yes,98716,80031.0,178747.0
53,Female,Salaried,Single,Graduate,2.0,No,No,No,117890,0.0,117890.0
33,Female,Salaried,Single,Post Graduate,4.0,No,No,Yes,102239,80891.0,183130.0
35,Female,Business,Single,Graduate,1.0,No,No,Yes,118700,89915.0,208615.0
57,Male,Business,Married,Graduate,1.0,No,No,No,117706,0.0,117706.0
31,Female,Business,Married,Post Graduate,4.0,No,No,No,50850,0.0,50850.0
47,Male,Salaried,Married,Post Graduate,3.0,No,No,Yes,98674,58703.0,157377.0
31,Male,Salaried,Married,Graduate,1.0,Yes,No,Yes,80180,76782.0,156962.0
40,Male,Salaried,Married,Graduate,0.0,No,No,No,44095,0.0,44095.0
36,Female,Business,Married,Post Graduate,2.0,No,No,Yes,83228,50500.0,133728.0
30,Female,Salaried,Single,Graduate,3.0,No,No,Yes,101701,57558.0,159259.0
58,Male,Salaried,Single,Graduate,1.0,No,No,Yes,105253,66434.0,171687.0
46,Male,Salaried,Married,Graduate,3.0,Yes,No,Yes,41690,75756.0,117446.0
47,Male,Salaried,Married,Graduate,2.0,Yes,No,Yes,110324,75249.0,185573.0
34,Female,Salaried,Single,Graduate,1.0,No,No,Yes,110585,80181.0,190766.0
47,Male,Salaried,Married,Graduate,2.0,No,No,Yes,68529,30117.0,98646.0
58,Female,Salaried,Married,Graduate,4.0,No,No,No,103675,0.0,103675.0
56,Female,Business,Married,Post Graduate,2.0,No,No,No,56312,0.0,56312.0
52,Female,Salaried,Single,Graduate,4.0,No,No,No,108999,0.0,108999.0
44,Male,Salaried,Married,Post Graduate,3.0,No,No,Yes,85132,68657.0,153789.0
22,Female,Salaried,Married,Post Graduate,0.0,No,Yes,No,81400,0.0,81400.0
59,Female,Salaried,Single,Graduate,2.0,No,Yes,No,44208,0.0,44208.0
45,Female,Salaried,Married,Post Graduate,0.0,No,No,Yes,77937,74251.0,152188.0
46,Male,Salaried,Married,Post Graduate,0.0,Yes,No,No,90581,0.0,90581.0
30,Male,Business,Married,Graduate,3.0,No,No,No,59605,0.0,59605.0
36,Female,Business,Married,Post Graduate,2.0,No,No,Yes,99016,60743.0,159759.0
41,Female,Salaried,Married,Graduate,3.0,No,No,No,97848,0.0,97848.0
46,Female,Business,Married,Graduate,1.0,No,No,Yes,71617,63301.0,134918.0
59,Male,Business,Married,Post Graduate,4.0,No,No,No,41782,0.0,41782.0
38,Male,Salaried,Single,Post Graduate,1.0,No,No,Yes,32389,75174.0,107563.0
49,Female,Salaried,Married,Post Graduate,3.0,Yes,No,Yes,84310,93928.0,178238.0
42,Male,Salaried,Married,Post Graduate,0.0,Yes,Yes,No,40578,0.0,40578.0
29,Male,Salaried,Married,Graduate,1.0,No,No,Yes,63729,64131.0,127860.0
30,Male,Salaried,Married,Post Graduate,1.0,No,No,Yes,30542,83402.0,113944.0
50,Male,Business,Married,Graduate,1.0,No,No,Yes,105345,55457.0,160802.0
36,Femal,Business,Married,Graduate,2.0,Yes,Yes,Yes,86183,61035.0,147218.0
36,Male,Salaried,Married,Graduate,3.0,No,No,No,80812,0.0,80812.0
32,Male,Salaried,Single,Post Graduate,2.0,No,No,Yes,78260,33287.0,111547.0
49,Female,Salaried,Married,Graduate,2.0,No,No,No,58630,0.0,58630.0
49,Male,Salaried,Single,Post Graduate,2.0,Yes,No,Yes,113452,43696.0,157148.0
23,Female,Salaried,Single,Graduate,1.0,No,No,Yes,76195,43897.0,120092.0
27,Male,Salaried,Married,Graduate,2.0,No,No,No,74405,0.0,74405.0
25,Female,Business,Married,Post Graduate,0.0,No,No,No,56540,0.0,56540.0
29,Male,Business,Married,Graduate,1.0,No,No,Yes,59601,38146.0,97747.0
22,Female,Business,Married,Graduate,2.0,No,No,Yes,89768,25279.0,115047.0
49,Female,Salaried,Married,Graduate,2.0,No,No,No,112109,0.0,112109.0
57,Female,Salaried,Married,Graduate,3.0,Yes,No,No,88793,0.0,88793.0
44,Male,Business,Married,Graduate,3.0,Yes,No,No,66473,0.0,66473.0
29,Female,Business,Married,Post Graduate,1.0,No,No,Yes,106932,51624.0,158556.0
38,Male,Salaried,Married,Graduate,0.0,No,No,Yes,30178,44894.0,75072.0
46,Male,Salaried,Married,Graduate,4.0,No,No,No,95691,0.0,95691.0
53,Male,Business,Married,Post Graduate,0.0,No,Yes,Yes,99847,71982.0,171829.0
40,Male,Salaried,Single,Post Graduate,0.0,No,No,Yes,98679,77485.0,176164.0
59,Male,Salaried,Single,Graduate,0.0,No,No,Yes,119060,63028.0,182088.0
42,Female,Business,Single,Post Graduate,4.0,No,No,No,35410,0.0,35410.0
25,Male,Salaried,Married,Graduate,3.0,No,No,Yes,116717,45227.0,161944.0
41,Female,Salaried,Married,Post Graduate,2.0,No,No,Yes,93611,64206.0,157817.0
35,Male,Salaried,Single,Post Graduate,3.0,No,No,No,64296,0.0,64296.0
46,Male,Business,Married,Post Graduate,2.0,Yes,No,Yes,72494,67453.0,139947.0
58,Female,Business,Married,Graduate,4.0,Yes,Yes,No,83945,0.0,83945.0
58,,,Married,Post Graduate,,No,No,No,58002,,
46,Male,Salaried,Married,Post Graduate,3.0,No,No,No,119128,0.0,119128.0
49,Male,Salaried,Single,Graduate,4.0,No,No,No,47098,0.0,47098.0
25,Female,Salaried,Single,Graduate,3.0,Yes,No,No,88162,0.0,88162.0
22,Female,Salaried,Single,Post Graduate,3.0,Yes,Yes,Yes,55634,25411.0,81045.0
59,Male,Business,Single,Graduate,0.0,Yes,No,No,39964,0.0,39964.0
24,Female,Salaried,Married,Post Graduate,3.0,Yes,Yes,No,97203,0.0,97203.0
32,Female,Business,Married,Graduate,1.0,Yes,No,Yes,86732,57813.0,144545.0
47,Female,Salaried,Married,Graduate,3.0,No,No,No,56347,0.0,56347.0
49,Female,Business,Married,Post Graduate,3.0,No,No,No,98366,0.0,98366.0
28,Male,Salaried,Single,Graduate,4.0,No,No,No,78673,0.0,78673.0
46,Female,Salaried,Married,Graduate,4.0,No,No,Yes,44869,41778.0,86647.0
59,Female,Salaried,Single,Graduate,2.0,No,No,No,80612,0.0,80612.0
57,Male,Salaried,Married,Post Graduate,2.0,No,No,Yes,56714,34939.0,91653.0
58,Female,Salaried,Married,Post Graduate,2.0,No,No,No,46568,0.0,46568.0
31,Male,Business,Married,Post Graduate,3.0,No,No,Yes,75122,60745.0,135867.0
33,Male,Business,Married,Post Graduate,1.0,No,Yes,Yes,62943,75637.0,138580.0
36,Female,Business,Single,Graduate,1.0,No,No,Yes,110365,83271.0,193636.0
42,Male,Salaried,Married,Graduate,4.0,No,No,Yes,35848,87976.0,123824.0
56,Female,Salaried,Married,Post Graduate,4.0,No,Yes,Yes,118314,40998.0,159312.0
27,Female,Salaried,Single,Post Graduate,3.0,No,No,No,97754,0.0,97754.0
46,Female,Business,Married,Post Graduate,0.0,No,Yes,Yes,71732,87573.0,159305.0
55,Male,Salaried,Married,Graduate,3.0,No,No,No,31428,0.0,31428.0
37,Male,Business,Married,Graduate,4.0,No,No,Yes,47396,48855.0,96251.0
47,Male,Salaried,Married,Graduate,4.0,No,No,Yes,73567,29044.0,102611.0
36,Male,Salaried,Married,Graduate,2.0,No,No,Yes,45919,59722.0,105641.0
25,Female,Salaried,Married,Graduate,4.0,No,No,Yes,91869,47064.0,138933.0
26,Male,Salaried,Married,Graduate,0.0,No,No,Yes,53960,80271.0,134231.0
49,Female,Business,Married,Graduate,2.0,Yes,Yes,Yes,33859,71795.0,105654.0
22,Male,Salaried,Married,Post Graduate,4.0,No,No,No,113258,0.0,113258.0
23,Male,Salaried,Married,Post Graduate,2.0,No,No,No,84901,0.0,84901.0
32,Male,Salaried,Single,Post Graduate,2.0,No,No,Yes,99110,44472.0,143582.0
36,Female,Business,Married,Graduate,0.0,Yes,No,No,37143,0.0,37143.0
23,Male,Business,Married,Post Graduate,3.0,No,No,No,109535,0.0,109535.0
42,Male,Salaried,Single,Graduate,3.0,Yes,Yes,Yes,74374,33963.0,108337.0
57,Female,Salaried,Single,Graduate,4.0,Yes,No,Yes,94048,72456.0,166504.0
26,Femal,Business,Single,Graduate,3.0,No,No,Yes,114930,64235.0,179165.0
41,Male,Salaried,Married,Graduate,0.0,No,No,Yes,39719,78763.0,118482.0
45,Female,Salaried,Single,Graduate,2.0,No,Yes,Yes,61343,90880.0,152223.0
45,Female,Business,Married,Graduate,2.0,No,No,No,102934,0.0,102934.0
51,Female,Business,Single,Post Graduate,3.0,No,Yes,Yes,57618,78397.0,136015.0
43,Male,Business,Married,Graduate,3.0,No,No,Yes,61812,31631.0,93443.0
37,Female,Salaried,Single,Graduate,2.0,No,No,Yes,38484,44429.0,82913.0
33,Female,Business,Married,Graduate,4.0,No,Yes,No,111293,0.0,111293.0
51,Male,Business,Single,Graduate,0.0,No,No,Yes,108329,92322.0,200651.0
46,Female,Salaried,Married,Graduate,4.0,No,No,Yes,110569,53569.0,164138.0
38,Male,Salaried,Married,Post Graduate,3.0,No,No,Yes,112583,53703.0,166286.0
27,Male,Salaried,Single,Graduate,3.0,No,No,Yes,119958,66702.0,186660.0
43,Female,Salaried,Single,Post Graduate,0.0,No,No,No,106328,0.0,106328.0
52,Male,Business,Married,Post Graduate,0.0,No,No,Yes,100727,81321.0,182048.0
39,Female,Salaried,Married,Graduate,0.0,No,No,No,95817,0.0,95817.0
43,Female,Business,Married,Post Graduate,1.0,No,Yes,No,115509,0.0,115509.0
58,Male,Business,Single,Graduate,0.0,No,No,Yes,83143,58640.0,141783.0
30,Female,Business,Married,Graduate,2.0,Yes,No,Yes,71684,80139.0,151823.0
37,Female,Salaried,Married,Graduate,1.0,No,No,Yes,88677,38522.0,127199.0
31,Male,Salaried,Married,Graduate,1.0,No,No,Yes,92386,59402.0,151788.0
56,Male,Business,Single,Post Graduate,3.0,No,No,Yes,91199,53673.0,144872.0
37,Male,Salaried,Married,Graduate,2.0,No,No,Yes,115936,93909.0,209845.0
31,Female,Business,Married,Graduate,4.0,Yes,Yes,Yes,56279,58249.0,114528.0
37,Female,Salaried,Single,Post Graduate,0.0,Yes,No,Yes,45524,90077.0,135601.0
40,Female,Salaried,Single,Post Graduate,2.0,No,No,No,113982,0.0,113982.0
34,Female,Business,Single,Graduate,1.0,No,No,No,98766,0.0,98766.0
37,Male,Salaried,Married,Graduate,3.0,No,No,Yes,64378,93651.0,158029.0
35,,,Married,Graduate,,Yes,No,No,99568,,
26,Male,Business,Married,Graduate,2.0,Yes,No,No,100579,0.0,100579.0
55,Female,Salaried,Married,Post Graduate,1.0,Yes,Yes,Yes,35063,30197.0,65260.0
57,Male,Business,Married,Graduate,0.0,No,No,Yes,96951,34876.0,131827.0
30,Female,Business,Married,Graduate,1.0,No,No,Yes,107041,83596.0,190637.0
34,Female,Salaried,Single,Graduate,1.0,No,Yes,No,74502,0.0,74502.0
59,Male,Salaried,Single,Post Graduate,4.0,Yes,No,No,92246,0.0,92246.0
42,Male,Salaried,Single,Graduate,3.0,No,Yes,Yes,105122,45840.0,150962.0
23,Female,Salaried,Married,Post Graduate,4.0,No,No,No,99952,0.0,99952.0
24,Female,Business,Married,Graduate,3.0,No,No,No,102877,0.0,102877.0
53,Female,Business,Married,Graduate,0.0,Yes,Yes,Yes,57491,84323.0,141814.0
30,Female,Salaried,Married,Post Graduate,3.0,No,No,Yes,53400,56377.0,109777.0
53,Female,Salaried,Married,Graduate,0.0,No,Yes,No,37014,0.0,37014.0
27,Female,Business,Married,Post Graduate,0.0,No,No,Yes,98548,28445.0,126993.0
36,Female,Salaried,Married,Post Graduate,1.0,Yes,Yes,Yes,89083,86670.0,175753.0
27,Male,Business,Married,Graduate,3.0,No,No,No,117659,0.0,117659.0
33,Male,Salaried,Married,Graduate,3.0,No,No,Yes,105884,33127.0,139011.0
55,Male,Salaried,Married,Post Graduate,4.0,No,No,Yes,90265,72999.0,163264.0
35,Femal,Salaried,Married,Post Graduate,0.0,Yes,No,Yes,85585,89800.0,175385.0
26,Female,Salaried,Married,Graduate,2.0,Yes,No,Yes,56937,37438.0,94375.0
41,Male,Salaried,Single,Graduate,4.0,No,No,Yes,70863,38517.0,109380.0
41,Female,Business,Married,Graduate,0.0,Yes,No,No,42982,0.0,42982.0
55,Female,Business,Married,Graduate,3.0,No,No,Yes,92391,84663.0,177054.0
39,Male,Business,Married,Graduate,2.0,No,No,Yes,80341,63044.0,143385.0
33,Female,Business,Single,Graduate,1.0,No,No,No,62369,0.0,62369.0
27,Female,Business,Married,Graduate,1.0,No,Yes,Yes,83319,32016.0,115335.0
23,Male,Business,Married,Graduate,3.0,No,No,No,107759,0.0,107759.0
24,Male,Business,Married,Graduate,2.0,No,No,No,43889,0.0,43889.0
29,Male,Business,Single,Graduate,4.0,No,No,Yes,61428,74358.0,135786.0
42,Male,Business,Married,Graduate,2.0,No,No,Yes,56671,52338.0,109009.0
39,Male,Business,Married,Graduate,3.0,Yes,No,Yes,38863,88239.0,127102.0
49,Female,Salaried,Married,Graduate,2.0,Yes,No,Yes,46720,86677.0,133397.0
24,Male,Business,Single,Post Graduate,0.0,No,Yes,No,54984,0.0,54984.0
53,Female,Salaried,Married,Post Graduate,2.0,No,No,Yes,50618,47927.0,98545.0
31,Female,Salaried,Married,Graduate,4.0,No,No,No,34309,0.0,34309.0
56,Male,Business,Married,Graduate,2.0,No,Yes,No,95234,0.0,95234.0
28,Male,Salaried,Married,Post Graduate,3.0,No,No,No,41921,0.0,41921.0
50,Male,Salaried,Married,Graduate,2.0,No,No,No,61112,0.0,61112.0
34,Male,Business,Married,Graduate,0.0,No,No,No,101309,0.0,101309.0
27,Male,Business,Single,Post Graduate,3.0,Yes,No,No,76315,0.0,76315.0
30,Female,Business,Single,Graduate,4.0,No,No,No,107885,0.0,107885.0
44,Male,Business,Married,Graduate,2.0,No,Yes,Yes,52905,53563.0,106468.0
27,Female,Business,Married,Post Graduate,4.0,Yes,No,Yes,112419,41562.0,153981.0
27,,,Single,Post Graduate,,Yes,No,No,112754,,
49,Male,Business,Single,Graduate,1.0,No,No,No,69044,0.0,69044.0
48,Female,Salaried,Married,Post Graduate,0.0,No,Yes,No,89222,0.0,89222.0
49,Male,Salaried,Married,Post Graduate,2.0,No,No,No,99580,0.0,99580.0
53,Femal,Business,Married,Post Graduate,3.0,No,No,Yes,92821,54621.0,147442.0
51,Female,Business,Single,Graduate,1.0,Yes,No,No,106402,0.0,106402.0
37,Male,Salaried,Single,Post Graduate,0.0,No,No,No,68621,0.0,68621.0
55,Female,Salaried,Married,Post Graduate,1.0,No,Yes,Yes,40701,76075.0,116776.0
41,Female,Salaried,Married,Post Graduate,4.0,No,No,Yes,97775,67256.0,165031.0
26,Female,Business,Married,Graduate,4.0,No,No,Yes,31153,49548.0,80701.0
27,Female,Business,Married,Post Graduate,4.0,Yes,No,Yes,79206,91728.0,170934.0
56,,,Married,Graduate,,No,No,Yes,55313,,
29,Female,Business,Married,Graduate,0.0,No,Yes,No,62949,0.0,62949.0
29,Male,Salaried,Married,Post Graduate,2.0,No,No,No,57737,0.0,57737.0
35,Male,Salaried,Single,Graduate,1.0,Yes,No,Yes,103239,79284.0,182523.0
22,Male,Salaried,Married,Graduate,1.0,No,No,Yes,64024,64120.0,128144.0
33,Male,Salaried,Married,Post Graduate,2.0,Yes,No,No,94899,0.0,94899.0
48,Male,Business,Married,Graduate,2.0,Yes,Yes,Yes,108747,70662.0,179409.0
26,Female,Salaried,Married,Graduate,3.0,Yes,Yes,Yes,75279,30918.0,106197.0
29,Female,Salaried,Married,Graduate,0.0,No,No,Yes,81633,55487.0,137120.0
33,Female,Business,Married,Graduate,4.0,No,No,Yes,98188,83372.0,181560.0
34,Male,Business,Single,Post Graduate,3.0,No,Yes,Yes,119797,88666.0,208463.0
56,Male,Business,Married,Graduate,4.0,No,No,No,38360,0.0,38360.0
26,Male,Salaried,Married,Post Graduate,3.0,No,No,No,81968,0.0,81968.0
41,Female,Salaried,Married,Post Graduate,3.0,No,No,No,104254,0.0,104254.0
59,Female,Salaried,Single,Graduate,1.0,No,No,Yes,30688,25703.0,56391.0
45,Female,Business,Married,Post Graduate,1.0,No,No,Yes,35517,68625.0,104142.0
58,,,Married,Post Graduate,,No,No,Yes,113359,,
30,Female,Salaried,Married,Post Graduate,1.0,No,Yes,Yes,97369,44042.0,141411.0
48,,,Married,Post Graduate,,No,No,Yes,109214,,
53,Female,Business,Married,Post Graduate,1.0,No,No,Yes,113191,30515.0,143706.0
54,Femal,Salaried,Single,Graduate,2.0,No,No,Yes,72480,91642.0,164122.0
53,Female,Business,Married,Graduate,2.0,No,No,No,65179,0.0,65179.0
37,Male,Salaried,Married,Graduate,3.0,Yes,No,Yes,48672,30734.0,79406.0
46,Female,Business,Married,Graduate,2.0,Yes,No,Yes,49654,39187.0,88841.0
42,Male,Salaried,Married,Graduate,1.0,No,Yes,Yes,35826,93138.0,128964.0
42,Female,Salaried,Married,Graduate,1.0,No,No,Yes,89551,71598.0,161149.0
46,Female,Business,Married,Graduate,1.0,No,No,Yes,91954,46940.0,138894.0
45,Male,Salaried,Married,Graduate,4.0,No,No,Yes,78709,52610.0,131319.0
25,Male,Salaried,Single,Post Graduate,3.0,Yes,Yes,Yes,108242,49977.0,158219.0
54,Female,Business,Married,Post Graduate,3.0,No,No,Yes,57848,51655.0,109503.0
36,Male,Salaried,Married,Graduate,1.0,No,No,No,103461,0.0,103461.0
49,Female,Salaried,Married,Graduate,1.0,No,No,No,33322,0.0,33322.0
49,Female,Business,Married,Post Graduate,1.0,No,No,No,82717,0.0,82717.0
26,Male,Salaried,Single,Post Graduate,3.0,No,No,Yes,115013,25557.0,140570.0
58,Female,Business,Married,Graduate,2.0,No,Yes,Yes,109859,91015.0,200874.0
27,Female,Salaried,Married,Graduate,2.0,Yes,No,No,75244,0.0,75244.0
53,Male,Salaried,Married,Graduate,1.0,Yes,No,Yes,47506,55051.0,102557.0
39,Male,Salaried,Married,Post Graduate,4.0,No,No,No,41073,0.0,41073.0
33,Male,Business,Single,Graduate,2.0,Yes,No,No,71616,0.0,71616.0
29,Female,Business,Married,Graduate,3.0,Yes,No,Yes,70659,39547.0,110206.0
26,Male,Business,Single,Graduate,3.0,No,No,Yes,105157,86329.0,191486.0
38,Male,Salaried,Married,Graduate,2.0,No,No,No,31849,0.0,31849.0
26,Male,Business,Married,Graduate,4.0,Yes,No,No,108404,0.0,108404.0
29,Male,Salaried,Single,Graduate,4.0,No,No,No,63934,0.0,63934.0
26,Female,Salaried,Married,Graduate,4.0,No,No,Yes,63563,45813.0,109376.0
22,Male,Salaried,Married,Post Graduate,0.0,No,No,Yes,119994,60353.0,180347.0
58,Male,Business,Single,Graduate,0.0,No,No,Yes,119535,29302.0,148837.0
49,Female,Salaried,Single,Post Graduate,2.0,Yes,No,Yes,65889,26367.0,92256.0
26,Femal,Business,Married,Graduate,1.0,No,No,Yes,99072,78532.0,177604.0
56,Male,Business,Married,Post Graduate,1.0,No,No,Yes,84931,57686.0,142617.0
30,Female,Salaried,Married,Graduate,2.0,No,No,No,53799,0.0,53799.0
43,Male,Business,Single,Graduate,4.0,No,No,Yes,88036,80119.0,168155.0
31,Male,Business,Married,Graduate,4.0,No,No,Yes,107979,90556.0,198535.0
40,Male,Salaried,Married,Post Graduate,3.0,No,Yes,No,56196,0.0,56196.0
52,,,Single,Graduate,,Yes,No,Yes,113365,,
30,Male,Salaried,Single,Post Graduate,0.0,No,No,Yes,77874,79096.0,156970.0
39,Female,Salaried,Single,Graduate,4.0,No,No,Yes,32919,67761.0,100680.0
34,Female,Salaried,Married,Graduate,0.0,No,No,Yes,53509,94434.0,147943.0
59,Female,Business,Married,Graduate,1.0,No,Yes,No,118165,0.0,118165.0
24,Female,Business,Single,Post Graduate,1.0,Yes,No,Yes,46965,37375.0,84340.0
51,Male,Salaried,Married,Graduate,2.0,No,No,No,83760,0.0,83760.0
36,Male,Salaried,Married,Graduate,1.0,No,No,Yes,101868,80016.0,181884.0
43,Female,Salaried,Single,Graduate,1.0,No,No,Yes,76951,64469.0,141420.0
38,Male,Salaried,Married,Graduate,1.0,No,No,Yes,43250,82316.0,125566.0
44,Male,Business,Single,Graduate,4.0,No,No,No,101153,0.0,101153.0
46,Female,Salaried,Married,Graduate,4.0,No,No,No,32270,0.0,32270.0
59,Male,Salaried,Married,Graduate,4.0,No,No,Yes,92691,49575.0,142266.0
58,Male,Salaried,Married,Graduate,4.0,Yes,No,Yes,78660,46514.0,125174.0
36,Male,Salaried,Single,Graduate,3.0,No,No,No,100667,0.0,100667.0
56,Male,Salaried,Married,Graduate,3.0,Yes,No,No,52909,0.0,52909.0
27,Male,Salaried,Married,Graduate,4.0,No,Yes,No,69844,0.0,69844.0
58,,,Married,Post Graduate,,No,No,No,59584,,
32,Female,Salaried,Married,Post Graduate,1.0,No,No,Yes,109267,58652.0,167919.0
36,Female,Business,Single,Graduate,1.0,Yes,No,Yes,73285,87850.0,161135.0
56,Male,Salaried,Married,Graduate,4.0,No,No,No,50839,0.0,50839.0
45,Female,Salaried,Single,Graduate,2.0,Yes,No,Yes,35010,52782.0,87792.0
44,Female,Business,Married,Graduate,3.0,No,No,Yes,113564,90184.0,203748.0
44,Male,Salaried,Single,Graduate,4.0,No,No,No,117415,0.0,117415.0
42,Female,Salaried,Married,Graduate,0.0,No,No,No,97038,0.0,97038.0
50,Female,Business,Married,Graduate,2.0,No,Yes,Yes,100068,48085.0,148153.0
53,Male,Business,Married,Graduate,0.0,Yes,No,No,47126,0.0,47126.0
54,Female,Salaried,Married,Graduate,3.0,No,No,No,87880,0.0,87880.0
34,Female,Business,Married,Graduate,4.0,Yes,Yes,Yes,77758,53485.0,131243.0
56,Male,Salaried,Married,Graduate,3.0,No,No,Yes,64411,37840.0,102251.0
42,Female,Salaried,Single,Post Graduate,0.0,No,Yes,No,39560,0.0,39560.0
47,Male,Salaried,Married,Graduate,0.0,No,Yes,Yes,34037,68103.0,102140.0
31,Male,Salaried,Single,Graduate,1.0,No,No,No,51983,0.0,51983.0
48,Female,Salaried,Single,Post Graduate,4.0,No,No,No,66295,0.0,66295.0
35,Female,Business,Married,Graduate,0.0,No,Yes,Yes,88962,77921.0,166883.0
